site_name,site_address,site_city,site_state,site_zip,latitude,longitude,site_type
International Childrens Crisis Center,4822 N Broadway St,Chicago,IL,60640-3604,41.969745,-87.660148,Eligible School
Horizon Science Acad-McKinley Park Charter Sch,2245 W Pershing Rd,Chicago,IL,60609-2211,41.822546,-87.682137,Eligible School
Horizon Science Acad-Belmont Charter Sch,2456 N Mango Ave,Chicago,IL,60639-2313,41.925532,-87.770012,Eligible School
Catalyst Charter-Circle Rock ES,5608 W Washington Blvd,Chicago,IL,60644-3009,41.882568,-87.765454,Eligible School
Catalyst Charter - Maria ES,6727 S California Ave,Chicago,IL,60629-1816,41.770725,-87.691963,Eligible School
Moving Everest Charter School,416 N Laramie Ave,Chicago,IL,60644-1906,41.888389,-87.755762,Eligible School
Easterseals Acad - Machesney Park,8301 Mitchell Rd,Machesney Park,IL,61115-7658,42.381244,-88.990556,Eligible School
Easter Seals Therapeutic-South,17300 Ozark Ave,Tinley Park,IL,60477-2693,41.57753,-87.806978,Eligible School
Easter Seal Society Metro Chgo,1939 W 13th St Ste 300,Chicago,IL,60608-1237,41.86469,-87.675323,Eligible School
Academy for Autism,404 NE Madison Ave,Peoria,IL,61603-3720,40.695991,-89.587859,Eligible School
Kiefer School - Madison,404 NE Madison Ave,Peoria,IL,61603-3720,40.695991,-89.587859,Eligible School
Endeavor Group Home,7225 W Plank Rd,Peoria,IL,61604-5252,40.692787,-89.707596,Eligible School
The Childrens Home,7225 W Plank Rd,Peoria,IL,61604-5252,40.692787,-89.707596,Eligible School
Il Sch for the Visually Impaired,658 E State St,Jacksonville,IL,62650-2130,39.734479,-90.217319,Eligible School
Illinois School for the Deaf,125 S Webster Ave,Jacksonville,IL,62650-1877,39.733503,-90.251928,Eligible School
IL Center for Rehab & Educ-R,1950 W Roosevelt Rd,Chicago,IL,60608-1245,41.867157,-87.674957,Eligible School
Coordinated Youth & Human Service,2016 Madison Ave,Granite City,IL,62040-4657,38.699725,-90.146226,Eligible School
Asian Human Services -Passage Chrtr,1643 W Bryn Mawr Ave,Chicago,IL,60660-4106,41.983255,-87.671177,Eligible School
Robein,200 Campus Ave,East Peoria,IL,61611,40.6878,-89.5084,Head Start Center
Family Center Head Start,233 Leadley Ave,East Peoria,IL,61611,40.6698,-89.5609,Head Start Center
Early Head Start Home-Based,616 Abington St,Peoria,IL,61603,40.7095,-89.5709,Head Start Center
Creve Coeur Head Start,300 N Highland St,Creve Coeur,IL,61610,40.6492,-89.5975,Head Start Center
Woodruff Career & Technical Center Head Start,1800 NE Perry Ave,Peoria,IL,61603,40.7085,-89.5727,Head Start Center
Webster Head Start,923 W Millman St,Peoria,IL,61605,40.6838,-89.6093,Head Start Center
Rogy's Learning Place,1010 W Johnson St,Peoria,IL,61605,40.6862,-89.6103,Head Start Center
Eureka Head Start,1195 County Road 1600 E,Eureka,IL,61530,40.7631,-89.235,Head Start Center
Harrison Community Learning Center,2727 W Krause Ave,Peoria,IL,61605,40.6669,-89.6363,Head Start Center
Manual Academy Head Start,811 S Griswold St,Peoria,IL,61605,40.6796,-89.6347,Head Start Center
Trewyn Head Start,2219 S Idaho St,Peoria,IL,61605,40.6631,-89.64,Head Start Center
BDGP Early Learning Center,4314 N Sheridan Rd,Peoria,IL,61614,40.7403,-89.6024,Head Start Center
Pierson Hills Early Head Start,1826 N Lehman Rd,Peoria,IL,61604,40.7096,-89.6381,Head Start Center
Pekin Head Start,1000 Koch St,Pekin,IL,61554,40.5524,-89.6383,Head Start Center
Green Valley Head Start,121 N Church St,Green Valley,IL,61534,40.4099,-89.6432,Head Start Center
Stillwell West,1407 W Washington St,Bloomington,IL,61701,40.4794,-89.0145,Head Start Center
Stillwell East,206 Stillwell St,Bloomington,IL,61701,40.4802,-89.0136,Head Start Center
Trinity Lutheran Church,801 S Madison St,Bloomington,IL,61701,40.4722,-88.9952,Head Start Center
Tazewell/Woodford EHS,403 S State St,Bloomington,IL,61701,40.4758,-88.9754,Head Start Center
Mason 2,450 E Southmoor St,Manito,IL,61546,40.4154,-89.775,Head Start Center
YWCA,1201 N Hershey Rd,Bloomington,IL,61704,40.4906,-88.9425,Head Start Center
LACON,319 5th St,Lacon,IL,61540,41.0247,-89.4103,Head Start Center
Princeville MHS,909 N Town Ave,Princeville,IL,61559,40.9391,-89.7554,Head Start Center
Logan 1 & 3,2018 N Kickapoo St,Lincoln,IL,62656,40.1624,-89.3444,Head Start Center
Logan 2,200 Centennial Ct,Lincoln,IL,62656,40.1472,-89.3544,Head Start Center
Logan County EHS,721 Wyatt Ave,Lincoln,IL,62656,40.1391,-89.3598,Head Start Center
Fulton Head Start,1055 W Locust St,Canton,IL,61520,40.5601,-90.0591,Head Start Center
WYOMING EXTENDED DAY,110 N 7th St,Wyoming,IL,61491,41.062,-89.7731,Head Start Center
DeWitt,45 Cedar Sq,Clinton,IL,61727,40.1461,-88.9619,Head Start Center
Mason 1,301 S Dale Dr,Havana,IL,62644,40.2986,-90.0439,Head Start Center
Lewistown,15501 E Avenue L,Lewistown,IL,61542,40.3852,-90.1516,Head Start Center
STREATOR,701 S Sterling St,Streator,IL,61364,41.1122,-88.83,Head Start Center
Pontiac,1303 E Indiana Ave,Pontiac,IL,61764,40.8885,-88.6136,Head Start Center
SPRING VALLEY EXTENDED DAY,227 E Erie St,Spring Valley,IL,61362,41.3257,-89.1977,Head Start Center
Menard,511 S 6th St,Petersburg,IL,62675,40.0071,-89.8485,Head Start Center
Knoxville Head Start,51 E Ann St,Knoxville,IL,61448,40.9108,-90.2846,Head Start Center
Kewanee 1201,109 S Elm St,Kewanee,IL,61443,41.2428,-89.9223,Head Start Center
LASALLE,3691 Cougar Dr,Peru,IL,61354,41.3606,-89.161,Head Start Center
"Early Head Start Home Based Program Knox, Warren & Henderson Counties 24 slots",527 Iowa Ct,Galesburg,IL,61401,40.9408,-90.3401,Head Start Center
Knox County  Head Start II,515 Iowa Ct,Galesburg,IL,61401,40.9409,-90.3403,Head Start Center
Abingdon Head Start,103 S Western Ave,Abingdon,IL,61410,40.8013,-90.4021,Head Start Center
Gibson City Head Start Center,401 N Church St,Gibson City,IL,60936,40.4693,-88.3741,Head Start Center
Knox County Head Start I,227 E Tompkins St,Galesburg,IL,61401,40.9451,-90.3676,Head Start Center
Piatt,315 N Main St,Cisco,IL,61830,40.0133,-88.7261,Head Start Center
OTTAWA EXTENDED DAY,103 W McKinley Rd,Ottawa,IL,61350,41.3244,-88.8398,Head Start Center
OTTAWA,627 Gentleman Rd,Ottawa,IL,61350,41.3315,-88.8314,Head Start Center
OTTAWA FULL DAY/FULL YEAR,1903 Pratt Ln,Ottawa,IL,61350,41.3624,-88.8308,Head Start Center
Empowerment Opportunity Center,360 E Marietta St,Decatur,IL,62521,39.8515,-88.9528,Head Start Center
"Baby TALK, Inc",355 E Marietta St,Decatur,IL,62521,39.851,-88.9524,Head Start Center
Cook Site,1108 E Cook St,Springfield,IL,62703,39.7948,-89.6408,Head Start Center
Apple Orchard,770 Apple Orchard Rd,Springfield,IL,62703,39.7609,-89.6451,Head Start Center
SENECA,307 E Scott St,Seneca,IL,61360,41.3152,-88.6032,Head Start Center
MENDOTA,101 4th St,Mendota,IL,61342,41.545,-89.1089,Head Start Center
Macomb Center,320 W University Dr,Macomb,IL,61455,40.473,-90.6726,Head Start Center
Warren County Head Start,321 E Euclid Ave,Monmouth,IL,61462,40.9172,-90.6451,Head Start Center
RPC Early Childhood Education Center at West Champaign,103 S Country Fair Dr,Champaign,IL,61821,40.1161,-88.2826,Head Start Center
RPC Early Childhood Education Center at West Champaign,103 S Country Fair Dr,Champaign,IL,61821,40.1161,-88.2825,Head Start Center
Rantoul Head Start/Early Head Start,104 E Nightingale Ct,Rantoul,IL,61866,40.2878,-88.1575,Head Start Center
Beardstown Center,909 W 12th St,Beardstown,IL,62618,40.0072,-90.438,Head Start Center
Paxton Head Start/Early Head Start,1195 E Pells St,Paxton,IL,60957,40.4591,-88.0832,Head Start Center
Champaign Head Start/Early Head Start,809 N Neil St,Champaign,IL,61820,40.1238,-88.2444,Head Start Center
EARLVILLE,415 W Union St,Earlville,IL,60518,41.585,-88.9257,Head Start Center
Schuyler County Home Based Site-Free Methodist Church,217 S Liberty St,Rushville,IL,62681,40.1186,-90.5621,Head Start Center
Step By Step - Morris,123 Brentwood Dr,Morris,IL,60450,41.3769,-88.4243,Head Start Center
Savoy Head Start,310 W Church St,Savoy,IL,61874,40.0546,-88.2542,Head Start Center
Brookens Administrative Center,1776 E Washington St,Urbana,IL,61802,40.1066,-88.1866,Head Start Center
Herscher,391 N Main St,Herscher,IL,60941,41.0542,-88.0983,Head Start Center
Urbana Head Start/Early Head Start,1603 E Mumford Dr,Urbana,IL,61802,40.0899,-88.1885,Head Start Center
Gilman Head Start Center,210 N Central St,Gilman,IL,60938,40.7686,-87.9932,Head Start Center
Step by Step - Diamond,125 S Berta Rd,Diamond,IL,60416,41.2866,-88.2656,Head Start Center
CEFS Head Start 0-5 Program-Taylorville,1104 W Spresser St,Taylorville,IL,62568,39.5526,-89.3086,Head Start Center
Just For Kids,400 W State St,Jacksonville,IL,62650,39.7343,-90.2341,Head Start Center
Colona Center 1200,700 1st St,Colona,IL,61241,41.4733,-90.3581,Head Start Center
Skip-A-Long Moline,4800 60th St,Moline,IL,61265,41.4651,-90.4553,Head Start Center
It's A Child's World 1106,644 Crosstown Ave,Silvis,IL,61282,41.4986,-90.4212,Head Start Center
North Macoupin County Head Start Center,231 W Fortune St,Virden,IL,62690,39.5067,-89.7762,Head Start Center
Aledo 1301,305 NW 7th St,Aledo,IL,61231,41.2073,-90.751,Head Start Center
East Moline Center 1104,777 25th Ave,East Moline,IL,61244,41.507,-90.4423,Head Start Center
STERLING WALLACE,506 W 4th St,Sterling,IL,61081,41.7892,-89.7031,Head Start Center
"Florence Aldridge CDC 1101 & 12 Home-Based for Mercer, Henry, RI Co.",499 27th St,East Moline,IL,61244,41.5274,-90.4184,Head Start Center
Play Palz 101,190 Concordia Dr,Chebanse,IL,60922,41.0064,-87.9107,Head Start Center
Skip-A-Long Milan,1800 1st St W,Milan,IL,61264,41.4328,-90.5685,Head Start Center
Springbrook 1103,4251 - 11th Ave,Moline,IL,61265,41.503,-90.4781,Head Start Center
Ridgewood,9607 14th St W,Rock Island,IL,61201,41.4241,-90.5856,Head Start Center
P&J Tender Care 1108,4544 3rd St,Moline,IL,61265,41.4687,-90.5337,Head Start Center
Jefferson,1306 W. 4th Street,Milan,IL,61264,41.4385,-90.5722,Head Start Center
DIXON,501 S Lincoln Ave,Dixon,IL,61021,41.8368,-89.4971,Head Start Center
Henderson County Head Start,199 7th Street,Oquawka,IL,61469,40.9375,-90.9472,Head Start Center
CEFS Head Start 0-5 Program-Sullivan,10 Hawthorne Ln,Sullivan,IL,61951,39.5847,-88.6059,Head Start Center
Moline Kids Campus 1107,1505 7th St,Moline,IL,61265,41.4978,-90.5282,Head Start Center
Mt. Sterling Home Based Site-The Crossing Church,Rural Route 1,Mt Sterling,IL,62353,39.9841,-90.7497,Head Start Center
Floreciente Center 1105,350 3rd St,Moline,IL,61265,41.506,-90.5333,Head Start Center
Longfellow,4198 7th Ave,Rock Island,IL,61201,41.5047,-90.5429,Head Start Center
Hanson,4000 9th St,Rock Island,IL,61201,41.4714,-90.5868,Head Start Center
Horace Mann Early Learning Center,3530 38th Ave,Rock Island,IL,61201,41.4732,-90.5872,Head Start Center
Rock Island Center for Math and Science,2101 16th Ave,Rock Island,IL,61201,41.4957,-90.5706,Head Start Center
Rock Island Academy,930 14th St,Rock Island,IL,61201,41.5019,-90.5794,Head Start Center
Lasting Impressions,1237 W Station St,Kankakee,IL,60901,41.119,-87.8824,Head Start Center
Skip-A-Long Rock Island,1609 4th St,Rock Island,IL,61201,41.4958,-90.5915,Head Start Center
Play Palz 101,201 N Wall St,Kankakee,IL,60901,41.1225,-87.8821,Head Start Center
Marshall,600 11th Ave,Rock Island,IL,61201,41.5006,-90.5893,Head Start Center
Lasting Impressions,735 Main St NW,Bourbonnais,IL,60914,41.1612,-87.8885,Head Start Center
DOUGLAS COUNTY,200 E Issacher,Camargo,IL,61919,39.7977,-88.1642,Head Start Center
River Valley Migrant & Seasonal Head Start,202 N Schuyler Ave,Kankakee,IL,60901,41.1218,-87.8634,Head Start Center
Play Palz 101,270 N Schuyler Ave,Kankakee,IL,60901,41.1224,-87.8632,Head Start Center
Rockdale Head Start,1215 Houbolt Rd,Joliet,IL,60431,41.5005,-88.1808,Head Start Center
CEFS Head Start 0-5 Program-Pana,721 E Washington St,Pana,IL,62557,39.3928,-89.0782,Head Start Center
Bourbonnais,325 N Convent St,Bourbonnais,IL,60914,41.1615,-87.8776,Head Start Center
YWCA,1086 E Court St,Kankakee,IL,60901,41.1189,-87.8515,Head Start Center
Proegler,710 N Chicago Ave,Kankakee,IL,60901,41.1285,-87.8563,Head Start Center
MBS Child Care Center,525 E Fair St,Kankakee,IL,60901,41.131,-87.8573,Head Start Center
Play Palz 101,115 Mooney Dr,Bourbonnais,IL,60914,41.1585,-87.862,Head Start Center
Alexandria Drive Early Childhood Center,1704 Alexandria Dr,Joliet,IL,60436,41.4893,-88.1457,Head Start Center
POLO EXTENDED DAY,22027 Polo Rd,Sterling,IL,61081,41.9021,-89.6487,Head Start Center
Watseka Head Start/Early Head Start,1001 E Grant St,Watseka,IL,60970,40.7726,-87.7144,Head Start Center
Del Valle Migrant Head Start,6550 Ridge Rd,Oswego,IL,60543,41.6188,-88.268,Head Start Center
CEFS Head Start 0-5 Program-Shelbyville,711 W South 7th St,Shelbyville,IL,62565,39.4008,-88.8009,Head Start Center
Broadway Center,110 Willow Ave,Joliet,IL,60436,41.5211,-88.0998,Head Start Center
Manteno,555 W Cook St,Manteno,IL,60950,41.2454,-87.8436,Head Start Center
Hoopeston Head Start Center,502 E Main St,Hoopeston,IL,60942,40.4676,-87.665,Head Start Center
Felman Early Childhood Center,200 S Desplaines St,Joliet,IL,60436,41.5201,-88.0856,Head Start Center
ROCHELLE,14206 E Flagg Rd,Rochelle,IL,61068,41.9412,-89.0683,Head Start Center
Carthage Center,712 Center St,Carthage,IL,62321,40.4187,-91.1314,Head Start Center
St. John's Center,822 Elizabeth St,Joliet,IL,60435,41.5397,-88.089,Head Start Center
Kinder Care Constitution,80 S Constitution Dr,Aurora,IL,60506,41.7621,-88.368,Head Start Center
OREGON EXTENDED DAY,1302 Pines Rd,Oregon,IL,61061,42.0047,-89.3458,Head Start Center
Jugando Se Aprende,1042 Talma St,Aurora,IL,60505,41.736,-88.3112,Head Start Center
Boone|DeKalb|Grundy Home-Based,155 N 3rd St,Dekalb,IL,60115,41.9308,-88.7512,Head Start Center
Aurora East,107 Jackson St,Aurora,IL,60505,41.7514,-88.3077,Head Start Center
MATTOON,2000 Richmond Ave,Mattoon,IL,61938,39.4852,-88.3792,Head Start Center
Hometown Child Care - Lincoln,60 S Lincoln Ave,Aurora,IL,60505,41.7543,-88.3117,Head Start Center
Hometown Childcare Center Lincoln,60 S Lincoln Ave,Aurora,IL,60505,41.7543,-88.3117,Head Start Center
Hometown Child Care - Town Center,1679 Town Center St,Aurora,IL,60504,41.74,-88.278,Head Start Center
Hometown Childcare Center Town Center,1679 Town Center St,Aurora,IL,60504,41.74,-88.278,Head Start Center
Illiana Migrant Head Start,150 S Randolph St,Sheldon,IL,60966,40.7695,-87.5718,Head Start Center
Carlinville Head Start Center,610 N Charles St,Carlinville,IL,62626,39.286,-89.8776,Head Start Center
Aurora West,1455 Sullivan Rd,Aurora,IL,60506,41.7902,-88.352,Head Start Center
Greene County Head Start Center,302 Higbee St,White Hall,IL,62092,39.4426,-90.3998,Head Start Center
Roselawn Early Head Start-Head Start Center,302 W Roselawn St,Danville,IL,61832,40.1511,-87.6348,Head Start Center
Sycamore,2425 Bethany Rd,Sycamore,IL,60178,41.9669,-88.7211,Head Start Center
Laura Lee Head Start Center,455 N Jackson St,Danville,IL,61832,40.1325,-87.6271,Head Start Center
Camp Point Center,2090 Highway 24,Camp Point,IL,62320,40.0369,-91.1186,Head Start Center
Family & Community Development Center,501 N Kimball St,Danville,IL,61832,40.1325,-87.6151,Head Start Center
NEOGA,1364 County Road 100 E,Neoga,IL,62447,39.3686,-88.4533,Head Start Center
CHARLESTON II,707 Windsor Rd,Charleston,IL,61920,39.5017,-88.1931,Head Start Center
CHARLESTON,697 Windsor Rd,Charleston,IL,61920,39.5015,-88.1932,Head Start Center
Good Shepherd Center,151 E Briarcliff Rd,Bolingbrook,IL,60440,41.6976,-88.0651,Head Start Center
Fair Oaks Head Start Center,1023 Belton Dr,Danville,IL,61832,40.14,-87.5895,Head Start Center
Trinity Head Start Center,311 E Moses Ave,Westville,IL,61883,40.0483,-87.636,Head Start Center
CEFS Head Start 0-5 Program-Litchfield,202 W Water St,Litchfield,IL,62056,39.1677,-89.6569,Head Start Center
Johnson School,2S700 Continental Dr,Warrenville,IL,60555,41.8287,-88.2078,Head Start Center
Pittsfield Center,1310 W Washington St,Pittsfield,IL,62363,39.6059,-90.8367,Head Start Center
Family Development Center,1 University Pkwy,University Park,IL,60484,41.4465,-87.7197,Head Start Center
Educare of West DuPage,851 Pearl Rd,West Chicago,IL,60185,41.8703,-88.2122,Head Start Center
Educare West DuPage,851 Pearl Rd,West Chicago,IL,60185,41.8706,-88.2117,Head Start Center
"First Step Child Care Center, Inc.",22025 Governors Hwy,Richton Park,IL,60471,41.4884,-87.7122,Head Start Center
Educare West DuPage at Glen Arbor,204 Church St,West Chicago,IL,60185,41.8819,-88.2074,Head Start Center
Anne M. Jeans Elementary School,16W 632 91st Street,Willowbrook,IL,60527,41.7229,-87.9483,Head Start Center
Savanna West Carroll Head Start,2215 Wacker Rd,Savanna,IL,61074,42.0807,-90.122,Head Start Center
Jefferson Early Childhood Center,130 N Hazelton Ave,Wheaton,IL,60187,41.8648,-88.1365,Head Start Center
CHRISMAN,111 N Pennsylvania St,Chrisman,IL,61924,39.8036,-87.6736,Head Start Center
Early Head Start Home-Based,222 E Willow Ave,Wheaton,IL,60187,41.863,-88.1039,Head Start Center
Mother Goose,4112 183rd St,Country Club Hills,IL,60478,41.5582,-87.7154,Head Start Center
South Macoupin County Head Start Center,314 E Central Ave,Benld,IL,62009,39.093,-89.8033,Head Start Center
Longfellow Elemntary School,311 E Seminary Ave,Wheaton,IL,60187,41.8676,-88.1028,Head Start Center
Westfield Elementary,2S125 Mayfield Ln,Glen Ellyn,IL,60137,41.8428,-88.0445,Head Start Center
WESTFIELD,415 W Walnut St,Westfield,IL,62474,39.457,-88.0001,Head Start Center
St. Andrew's  Head Start,250 N Gary Ave,Carol Stream,IL,60188,41.9086,-88.122,Head Start Center
IAFC-Chicago Heights Early Learning Center,202 S Halsted St,Chicago Heights,IL,60411,41.5256,-87.6386,Head Start Center
Outreach,345 S President St,Carol Stream,IL,60188,41.8961,-88.092,Head Start Center
Kindercare Elgin,2485 South St,Elgin,IL,60123,42.0239,-88.341,Head Start Center
Easterseals Early Learning Center - Hickory HIlls,8020 W 87th St,Hickory Hills,IL,60457,41.7336,-87.8196,Head Start Center
IAFC - Ford Heights Early Learning Center,1055 Berkeley Ave,Ford Heights,IL,60411,41.512,-87.5909,Head Start Center
YMCA Elgin,50 N McLean Blvd,Elgin,IL,60123,42.0361,-88.3126,Head Start Center
Shelby Scholars,3587 W 137th St,Robbins,IL,60472,41.6437,-87.7086,Head Start Center
Elgin West,69 N Aldine Ave,Elgin,IL,60123,42.0372,-88.3065,Head Start Center
Beyer Elementary School,333 15th Ave,Rockford,IL,61104,42.25,-89.0935,Head Start Center
Safari Life Child Care & Learning Center,1935 Glenwood Dyer Rd,Lynwood,IL,60411,41.5278,-87.5698,Head Start Center
Kiddy Kulture Child Care & Learning Center,396 E 159th St,Harvey,IL,60426,41.6006,-87.633,Head Start Center
CEFS Head Start 0-5 Program-Effingham,900 W Edgar Ave,Effingham,IL,62401,39.1198,-88.5534,Head Start Center
CEFS Head Start 0-5 Program-Effingham (EHS),505 S Maple St,Effingham,IL,62401,39.1181,-88.5493,Head Start Center
CEFS Head Start 0-5 Program-Altamont,6 N 4th St,Altamont,IL,62411,39.0599,-88.7511,Head Start Center
Early Head Start Administration Office,425 E State St,Rockford,IL,61104,42.2677,-89.0882,Head Start Center
PARIS 1 & 2,507 Connelly St,Paris,IL,61944,39.6177,-87.6939,Head Start Center
"Trinity Day Care, Inc.",215 N 1st St,Rockford,IL,61107,42.2694,-89.0865,Head Start Center
IAFC-Harvey - South Holland Early Learning Center,16515 S Park Ave,South Holland,IL,60473,41.5951,-87.6072,Head Start Center
PACE Center,902 Acorn St,Rockford,IL,61101,42.279,-89.1002,Head Start Center
Happy Days South Holland,831 E 162nd St,South Holland,IL,60473,41.6005,-87.5967,Head Start Center
Addison Children's Center,121 E Fullerton Ave,Addison,IL,60101,41.9196,-87.9862,Head Start Center
King Community Campus,511 S Liberty Ave,Freeport,IL,61032,42.2937,-89.6135,Head Start Center
Pleasant Street,537 W Pleasant St,Freeport,IL,61032,42.2935,-89.6255,Head Start Center
Little Prince Daycare,233 N Mill Rd,Addison,IL,60101,41.9319,-88.0028,Head Start Center
Army Trail DuPage Head Start,346 W Army Trail Blvd,Addison,IL,60101,41.9324,-87.9975,Head Start Center
Cuddle Care Scholars,13700 S Stewart Ave,Riverdale,IL,60827,41.6469,-87.6313,Head Start Center
CEFS Head Start 0-5 Program-Vandalia,1902 Progress West Dr,Vandalia,IL,62471,38.9735,-89.1172,Head Start Center
Cuddle Care Infant Toddler and Child Care,159 E 144th St,Riverdale,IL,60827,41.6338,-87.6178,Head Start Center
Academy for Children II,19131 Burnham Ave,Lansing,IL,60438,41.5473,-87.5388,Head Start Center
Quincy Home-based Site-First Christian Church,1415 Maine St,Quincy,IL,62301,39.9323,-91.3929,Head Start Center
Kids Tech Discovery Center,14224 S Indiana Ave,Riverdale,IL,60827,41.6363,-87.6176,Head Start Center
Ada S. McKinley Community Services-Children's Center (Halsted),12803 S Halsted St,Chicago,IL,60628,41.6612,-87.641,Head Start Center
Ada S McKinley - Children's Center (Halsted),12803 S Halsted St,Chicago,IL,60628,41.6612,-87.641,Head Start Center
Easterseals EHS Home Based Program,4415 Harrison St,Hillside,IL,60162,41.869,-87.8926,Head Start Center
CUMBERLAND ~ Greenup & Home-Based,215 N Jay Hayden Dr,Greenup,IL,62428,39.2497,-88.1608,Head Start Center
Academy for Children,2350 Bernice Rd,Lansing,IL,60438,41.5796,-87.5604,Head Start Center
El Valor Corporation-Little Learners,6255 S Mayfield Ave,Chicago,IL,60638,41.7782,-87.7688,Head Start Center
Nurturing Developmental and Learning Academy II,835 E Sibley Blvd,South Holland,IL,60473,41.6222,-87.5961,Head Start Center
IAFC - Dolton Early Learning Center,729 Engle St,Dolton,IL,60419,41.6301,-87.6029,Head Start Center
Summerdale Early Education Center,3320 Glenwood Ave,Rockford,IL,61101,42.3002,-89.1056,Head Start Center
Southwest Macoupin County Head Start Center,201 E City Limits Rd,Brighton,IL,62012,39.0502,-90.1398,Head Start Center
It Takes a Village - House of Kidds Childcare and Learning Academy,3800 W 84th St,Chicago,IL,60652,41.7408,-87.717,Head Start Center
House of Kids,3800 W 84th St,Chicago,IL,60652,41.7408,-87.717,Head Start Center
El Valor Corporation-Power Daycare,725 W 123rd St,Chicago,IL,60628,41.6705,-87.6403,Head Start Center
YMCA Children's Learning Center,2918 Glenwood Ave,Rockford,IL,61101,42.3007,-89.1023,Head Start Center
Henry Booth House-Star Kids Math & Science,11053 S Vincennes Ave,Chicago,IL,60643,41.6924,-87.6627,Head Start Center
El Valor Corporation-Kid'z Colony Day Care,6287 S Archer Ave,Chicago,IL,60638,41.7931,-87.7779,Head Start Center
Early Childhood and Family Center,401 S 8th St,Quincy,IL,62301,39.9276,-91.4025,Head Start Center
Amita Health EHS Home Based Program,9855 W Roosevelt Rd,Westchester,IL,60154,41.8634,-87.8699,Head Start Center
A Step Up Career Academy,2745 Bernice Rd,Lansing,IL,60438,41.5789,-87.5501,Head Start Center
Gads Hill - Peachtree Educational Daycare 2,1431 W 111th St,Chicago,IL,60643,41.692,-87.6582,Head Start Center
Board of Trustees - City Colleges of Chicago-Daley College,7500 S Pulaski Rd,Chicago,IL,60652,41.7562,-87.7239,Head Start Center
Ada S. McKinley Community Services-Bunnyland Day Care,545 W 119th St,Chicago,IL,60628,41.6776,-87.6365,Head Start Center
Gads Hill Center-M & E Daycare-79th Street Day Care,3728 W 79th St,Chicago,IL,60652,41.7497,-87.7154,Head Start Center
The Children's Center of Cicero-Berwyn: St. Pius,6801 W 43rd St,Stickney,IL,60402,41.8139,-87.7932,Head Start Center
El Valor Corporation-Teddy Bear 2,3473 W Columbus Ave,Chicago,IL,60652,41.7451,-87.709,Head Start Center
Jump for Joy Child Care Academy South,3833 S Harlem Ave,Berwyn,IL,60402,41.8218,-87.8022,Head Start Center
Kiddie Academy - Carptentersville,112 Tay River Dr,Carpentersville,IL,60110,42.1089,-88.2995,Head Start Center
Chicago Youth Centers-Pathways to Learning Child Care Center,3450 W 79th St,Chicago,IL,60652,41.7498,-87.7092,Head Start Center
Chicago Youth Centers - Pathways to Learning Infant Center,3438 W 79th St,Chicago,IL,60652,41.7499,-87.7088,Head Start Center
Little Achievers Child Care Development Center,539 Bellwood Ave,Bellwood,IL,60104,41.8821,-87.878,Head Start Center
It Takes a Village - Laughs and Giggles Children's Academy,106 W 119th St,Chicago,IL,60628,41.6782,-87.6255,Head Start Center
Ada S McKinley - J & L Family Learning Day Care,11640 S Wentworth Ave,Chicago,IL,60628,41.6823,-87.6277,Head Start Center
Grandma Jones Daycare III,1810 Sibley Blvd,Calumet City,IL,60409,41.623,-87.5693,Head Start Center
Ada S. McKinley Community Services-J & L Family Learning Day,11640 S Wentworth Ave,Chicago,IL,60628,41.6823,-87.6277,Head Start Center
Ada S McKinley - J & L Family Learning Day Care,11640 S Wentworth Ave,Chicago,IL,60628,41.6823,-87.6277,Head Start Center
It Takes a Village - Joyful Step Learning Center,7 E 119th St,Chicago,IL,60628,41.6778,-87.6222,Head Start Center
"Centers For New Horizons, Inc.-Altgeld I",941 E 132nd St,Chicago,IL,60827,41.6556,-87.599,Head Start Center
Centers for New Horizons - Altgeld I,941 E 132nd St,Chicago,IL,60827,41.6558,-87.5986,Head Start Center
Amita Child Developmental Center,330 Eastern Ave,Bellwood,IL,60104,41.8861,-87.8739,Head Start Center
Presence Developmental Center,330 Eastern Ave,Bellwood,IL,60104,41.8861,-87.8739,Head Start Center
CYC - Dorothy Gautreaux,975 E 132nd St,Chicago,IL,60827,41.6556,-87.5974,Head Start Center
Chicago Youth Centers-Dorothy Gautreaux,975 E 132nd St,Chicago,IL,60827,41.6556,-87.5974,Head Start Center
Ada S. McKinley Community Services-Little Genius 2,1000 W 103rd St,Chicago,IL,60643,41.7071,-87.6479,Head Start Center
Serendipity Child Care,1300 W 99th St,Chicago,IL,60643,41.7143,-87.6554,Head Start Center
Serendipity Child Care Inc,1300 W 99th St,Chicago,IL,60643,41.7143,-87.6554,Head Start Center
The Children's Center of Cicero-Berwyn: Concordia,3144 Home Ave,Berwyn,IL,60402,41.8344,-87.7982,Head Start Center
Calumet City Kids Academy,670 River Oaks Dr,Calumet City,IL,60409,41.6007,-87.5422,Head Start Center
"SGA - We Are The Future Presidents, Inc",843 W 103rd St,Chicago,IL,60643,41.7067,-87.6445,Head Start Center
Chicago Commons Association-Learn Together/Grow Together Child Development Center,1126 W 99th St,Chicago,IL,60643,41.7143,-87.6516,Head Start Center
El Valor Corporation-Teddy Bear 3,6401 S Pulaski Rd,Chicago,IL,60629,41.7767,-87.7223,Head Start Center
Chicago Commons - Learn Together Grow Together,1126 W 99th St,Chicago,IL,60643,41.7143,-87.6515,Head Start Center
